region_id,target,pred_stat,top_evidence,top_factor_id,top_factor_label,top_factor_kind,top_baseline_type,top_baseline_value,top_freq,top_delta_mean,top_direction,top_score
55,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 2.520419550291165, ""p50"": 2.5665695667266846, ""p95"": 3.4492198228836055}}","[{""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.2866145670413971, ""freq"": 0.601673640167364, ""delta_mean"": 0.9823001623153687, ""direction"": ""increase"", ""score"": 0.5910241143972804}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.2866145670413971, ""freq"": 0.2422594142259414, ""delta_mean"": -0.8205304741859436, ""direction"": ""decrease"", ""score"": 0.19878123203082063}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.2866145670413971, ""freq"": 0.11171548117154811, ""delta_mean"": -0.7033951282501221, ""direction"": ""decrease"", ""score"": 0.07858012520618518}, {""factor_id"": 39, ""factor_label"": ""climate_bio12"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.2866145670413971, ""freq"": 0.024686192468619247, ""delta_mean"": -0.5995726585388184, ""direction"": ""decrease"", ""score"": 0.014801166047610998}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.2866145670413971, ""freq"": 0.0100418410041841, ""delta_mean"": -0.6704875826835632, ""direction"": ""decrease"", ""score"": 0.006732929700588083}]",37,climate_bio1,climate_feature,region_mean,0.2866145670413971,0.601673640167364,0.9823001623153687,increase,0.5910241143972804
56,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 2.540982504283024, ""p50"": 2.611257314682007, ""p95"": 3.30807476043701}}","[{""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.3764682710170746, ""freq"": 0.6326006280331145, ""delta_mean"": 1.0898499488830566, ""direction"": ""increase"", ""score"": 0.6894397621252794}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.3764682710170746, ""freq"": 0.21153297173850985, ""delta_mean"": -0.9095551371574402, ""direction"": ""decrease"", ""score"": 0.19240090112294125}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.3764682710170746, ""freq"": 0.08078789608906652, ""delta_mean"": -0.8152672052383423, ""direction"": ""decrease"", ""score"": 0.06586372226161887}, {""factor_id"": 39, ""factor_label"": ""climate_bio12"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.3764682710170746, ""freq"": 0.06023408506994005, ""delta_mean"": -0.7098103761672974, ""direction"": ""decrease"", ""score"": 0.04275477858158714}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.3764682710170746, ""freq"": 0.014844419069369112, ""delta_mean"": -0.8051585555076599, ""direction"": ""decrease"", ""score"": 0.011952111015243596}]",37,climate_bio1,climate_feature,region_mean,0.3764682710170746,0.6326006280331145,1.0898499488830566,increase,0.6894397621252794
57,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 2.6579746041567094, ""p50"": 2.743605613708496, ""p95"": 3.367346692085266}}","[{""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.48686060309410095, ""freq"": 0.7142137096774194, ""delta_mean"": 1.062456488609314, ""direction"": ""increase"", ""score"": 0.758820990100503}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.48686060309410095, ""freq"": 0.2212701612903226, ""delta_mean"": -0.992342472076416, ""direction"": ""decrease"", ""score"": 0.21957577885158602}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.48686060309410095, ""freq"": 0.05342741935483871, ""delta_mean"": -0.8729328513145447, ""direction"": ""decrease"", ""score"": 0.04663854951579725}, {""factor_id"": 40, ""factor_label"": ""climate_bio15"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.48686060309410095, ""freq"": 0.010080645161290322, ""delta_mean"": -0.4919598698616028, ""direction"": ""decrease"", ""score"": 0.004959272881669383}, {""factor_id"": 20, ""factor_label"": ""evi"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.48686060309410095, ""freq"": 0.0010080645161290322, ""delta_mean"": -0.7804920673370361, ""direction"": ""decrease"", ""score"": 0.0007867863582026574}]",37,climate_bio1,climate_feature,region_mean,0.48686060309410095,0.7142137096774194,1.062456488609314,increase,0.758820990100503
58,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 1.5955006027948135, ""p50"": 1.5495952367782593, ""p95"": 1.954967188835144}}","[{""factor_id"": 40, ""factor_label"": ""climate_bio15"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.4107476472854614, ""freq"": 0.445196783749471, ""delta_mean"": -0.36127203702926636, ""direction"": ""decrease"", ""score"": 0.16083714894404919}, {""factor_id"": 43, ""factor_label"": ""terrain_relief"", ""factor_kind"": ""terrain_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.4107476472854614, ""freq"": 0.1561574269995768, ""delta_mean"": -0.5214380025863647, ""direction"": ""decrease"", ""score"": 0.08142641682368539}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.4107476472854614, ""freq"": 0.15361828184511214, ""delta_mean"": -0.5245981216430664, ""direction"": ""decrease"", ""score"": 0.080587862105981}, {""factor_id"": 39, ""factor_label"": ""climate_bio12"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.4107476472854614, ""freq"": 0.10664409648751587, ""delta_mean"": -0.4447227418422699, ""direction"": ""decrease"", ""score"": 0.047427054991219644}, {""factor_id"": 44, ""factor_label"": ""terrain_slope"", ""factor_kind"": ""terrain_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.4107476472854614, ""freq"": 0.058823529411764705, ""delta_mean"": -0.6097233891487122, ""direction"": ""decrease"", ""score"": 0.03586608171463013}]",40,climate_bio15,climate_feature,region_mean,-0.4107476472854614,0.445196783749471,-0.36127203702926636,decrease,0.16083714894404919
59,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 1.685203974426483, ""p50"": 1.6547581553459167, ""p95"": 2.0516480207443237}}","[{""factor_id"": 39, ""factor_label"": ""climate_bio12"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.5021936893463135, ""freq"": 0.5762548262548263, ""delta_mean"": -0.5071709752082825, ""direction"": ""decrease"", ""score"": 0.2922597222001396}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.5021936893463135, ""freq"": 0.3561776061776062, ""delta_mean"": -0.6847460269927979, ""direction"": ""decrease"", ""score"": 0.24389120073392126}, {""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.5021936893463135, ""freq"": 0.059845559845559844, ""delta_mean"": 0.620319664478302, ""direction"": ""increase"", ""score"": 0.03712337760391383}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.5021936893463135, ""freq"": 0.0028957528957528956, ""delta_mean"": -0.4604547917842865, ""direction"": ""decrease"", ""score"": 0.0013333632966726443}, {""factor_id"": 40, ""factor_label"": ""climate_bio15"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.5021936893463135, ""freq"": 0.0028957528957528956, ""delta_mean"": -0.30277708172798157, ""direction"": ""decrease"", ""score"": 0.0008767676111814137}]",39,climate_bio12,climate_feature,region_mean,-0.5021936893463135,0.5762548262548263,-0.5071709752082825,decrease,0.2922597222001396
60,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 3.400983518316005, ""p50"": 3.553159713745117, ""p95"": 4.0818596363067625}}","[{""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.8951743841171265, ""freq"": 0.8717765894236482, ""delta_mean"": 1.1798396110534668, ""direction"": ""increase"", ""score"": 1.0285565521911149}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.8951743841171265, ""freq"": 0.11075460487225193, ""delta_mean"": -1.1125383377075195, ""direction"": ""decrease"", ""score"": 0.1232187439980283}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.8951743841171265, ""freq"": 0.00808080808080808, ""delta_mean"": -1.0181068181991577, ""direction"": ""decrease"", ""score"": 0.008227125803629557}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.8951743841171265, ""freq"": 0.0058229352346999405, ""delta_mean"": -0.8402268290519714, ""direction"": ""decrease"", ""score"": 0.004892586408026928}, {""factor_id"": 43, ""factor_label"": ""terrain_relief"", ""factor_kind"": ""terrain_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.8951743841171265, ""freq"": 0.0030897207367795603, ""delta_mean"": 1.1071768999099731, ""direction"": ""increase"", ""score"": 0.003420867426935152}]",37,climate_bio1,climate_feature,region_mean,0.8951743841171265,0.8717765894236482,1.1798396110534668,increase,1.0285565521911149
61,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 2.5274510168224515, ""p50"": 2.7043588161468506, ""p95"": 3.1899529695510864}}","[{""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.5076181888580322, ""freq"": 0.6935804103242885, ""delta_mean"": 1.1360334157943726, ""direction"": ""increase"", ""score"": 0.787930522668764}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.5076181888580322, ""freq"": 0.19324950363997354, ""delta_mean"": -0.9789740443229675, ""direction"": ""decrease"", ""score"": 0.18918624814183094}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.5076181888580322, ""freq"": 0.10191925876902713, ""delta_mean"": -0.8144868612289429, ""direction"": ""decrease"", ""score"": 0.08301189717356532}, {""factor_id"": 39, ""factor_label"": ""climate_bio12"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.5076181888580322, ""freq"": 0.004632693580410324, ""delta_mean"": -0.6853707432746887, ""direction"": ""decrease"", ""score"": 0.0031751126425697026}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.5076181888580322, ""freq"": 0.0033090668431502318, ""delta_mean"": -0.8812986612319946, ""direction"": ""decrease"", ""score"": 0.002916276178795482}]",37,climate_bio1,climate_feature,region_mean,0.5076181888580322,0.6935804103242885,1.1360334157943726,increase,0.787930522668764
62,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 2.020272977971004, ""p50"": 2.0184059143066406, ""p95"": 2.5876996636390683}}","[{""factor_id"": 39, ""factor_label"": ""climate_bio12"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.3037223219871521, ""freq"": 0.34330143540669855, ""delta_mean"": -0.646994411945343, ""direction"": ""decrease"", ""score"": 0.22211411032094908}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.3037223219871521, ""freq"": 0.33104066985645936, ""delta_mean"": -0.8334548473358154, ""direction"": ""decrease"", ""score"": 0.2759074509571614}, {""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.3037223219871521, ""freq"": 0.2855861244019139, ""delta_mean"": 0.7727230191230774, ""direction"": ""increase"", ""score"": 0.22067897226750566}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.3037223219871521, ""freq"": 0.019437799043062202, ""delta_mean"": -0.774359941482544, ""direction"": ""decrease"", ""score"": 0.015051852929535096}, {""factor_id"": 40, ""factor_label"": ""climate_bio15"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.3037223219871521, ""freq"": 0.015251196172248804, ""delta_mean"": -0.45597970485687256, ""direction"": ""decrease"", ""score"": 0.006954235929336274}]",39,climate_bio12,climate_feature,region_mean,-0.3037223219871521,0.34330143540669855,-0.646994411945343,decrease,0.22211411032094908
63,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 2.172571866706926, ""p50"": 2.138366222381592, ""p95"": 3.0700153470039355}}","[{""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.024864327162504196, ""freq"": 0.4273469387755102, ""delta_mean"": 1.045267105102539, ""direction"": ""increase"", ""score"": 0.44669169756830956}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.024864327162504196, ""freq"": 0.23142857142857143, ""delta_mean"": -0.9448782801628113, ""direction"": ""decrease"", ""score"": 0.2186718305519649}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.024864327162504196, ""freq"": 0.1473469387755102, ""delta_mean"": -0.8370525240898132, ""direction"": ""decrease"", ""score"": 0.12333712701894799}, {""factor_id"": 40, ""factor_label"": ""climate_bio15"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.024864327162504196, ""freq"": 0.11918367346938775, ""delta_mean"": -0.540259599685669, ""direction"": ""decrease"", ""score"": 0.06439012371763891}, {""factor_id"": 44, ""factor_label"": ""terrain_slope"", ""factor_kind"": ""terrain_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.024864327162504196, ""freq"": 0.0473469387755102, ""delta_mean"": -0.900240957736969, ""direction"": ""decrease"", ""score"": 0.04262365350917894}]",37,climate_bio1,climate_feature,region_mean,-0.024864327162504196,0.4273469387755102,1.045267105102539,increase,0.44669169756830956
64,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 2.796798285823727, ""p50"": 3.001189947128296, ""p95"": 3.481892490386963}}","[{""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.707551896572113, ""freq"": 0.7766807710390221, ""delta_mean"": 1.134642243385315, ""direction"": ""increase"", ""score"": 0.8812548124459522}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.707551896572113, ""freq"": 0.10672308415608839, ""delta_mean"": -0.8938371539115906, ""direction"": ""decrease"", ""score"": 0.09539305779874521}, {""factor_id"": 40, ""factor_label"": ""climate_bio15"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.707551896572113, ""freq"": 0.052656323460272686, ""delta_mean"": -0.5501353144645691, ""direction"": ""decrease"", ""score"": 0.02896810306536518}, {""factor_id"": 44, ""factor_label"": ""terrain_slope"", ""factor_kind"": ""terrain_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.707551896572113, ""freq"": 0.035731076633756464, ""delta_mean"": -0.8300970196723938, ""direction"": ""decrease"", ""score"": 0.029660260223367152}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.707551896572113, ""freq"": 0.022566995768688293, ""delta_mean"": -0.6773669123649597, ""direction"": ""decrease"", ""score"": 0.0152861362451895}]",37,climate_bio1,climate_feature,region_mean,0.707551896572113,0.7766807710390221,1.134642243385315,increase,0.8812548124459522
65,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 2.831755749854563, ""p50"": 2.9386473894119263, ""p95"": 3.5981448769569395}}","[{""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.6443701982498169, ""freq"": 0.7580645161290323, ""delta_mean"": 1.1571356058120728, ""direction"": ""increase"", ""score"": 0.8771834431156035}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.6443701982498169, ""freq"": 0.1778673835125448, ""delta_mean"": -1.0291900634765625, ""direction"": ""decrease"", ""score"": 0.18305934372768606}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.6443701982498169, ""freq"": 0.02867383512544803, ""delta_mean"": -0.7986006736755371, ""direction"": ""decrease"", ""score"": 0.022898944048044073}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.6443701982498169, ""freq"": 0.012992831541218637, ""delta_mean"": -0.8077822327613831, ""direction"": ""decrease"", ""score"": 0.010495378472258112}, {""factor_id"": 40, ""factor_label"": ""climate_bio15"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.6443701982498169, ""freq"": 0.010752688172043012, ""delta_mean"": -0.6154106259346008, ""direction"": ""decrease"", ""score"": 0.006617318558436568}]",37,climate_bio1,climate_feature,region_mean,0.6443701982498169,0.7580645161290323,1.1571356058120728,increase,0.8771834431156035
66,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 2.546151000740574, ""p50"": 2.5799094438552856, ""p95"": 3.227882206439972}}","[{""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.4918520450592041, ""freq"": 0.6970554926387316, ""delta_mean"": 1.0712978839874268, ""direction"": ""increase"", ""score"": 0.7467540742856864}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.4918520450592041, ""freq"": 0.2287655719139298, ""delta_mean"": -0.8457288146018982, ""direction"": ""decrease"", ""score"": 0.19347363595649314}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.4918520450592041, ""freq"": 0.06625141562853908, ""delta_mean"": -0.829351544380188, ""direction"": ""decrease"", ""score"": 0.0549457138689026}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.4918520450592041, ""freq"": 0.007927519818799546, ""delta_mean"": -0.8177399039268494, ""direction"": ""decrease"", ""score"": 0.006482649295003335}]",37,climate_bio1,climate_feature,region_mean,0.4918520450592041,0.6970554926387316,1.0712978839874268,increase,0.7467540742856864
67,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 2.525130303520145, ""p50"": 2.555453658103943, ""p95"": 2.988290750980377}}","[{""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.5640870332717896, ""freq"": 0.7821969696969697, ""delta_mean"": 0.9761912822723389, ""direction"": ""increase"", ""score"": 0.7635738628380226}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.5640870332717896, ""freq"": 0.19255050505050506, ""delta_mean"": -0.938630223274231, ""direction"": ""decrease"", ""score"": 0.1807337235471215}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.5640870332717896, ""freq"": 0.023989898989898988, ""delta_mean"": -0.7396778464317322, ""direction"": ""decrease"", ""score"": 0.01774479682096327}, {""factor_id"": 20, ""factor_label"": ""evi"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.5640870332717896, ""freq"": 0.0006313131313131314, ""delta_mean"": -0.8002012372016907, ""direction"": ""decrease"", ""score"": 0.0005051775487384411}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": 0.5640870332717896, ""freq"": 0.0006313131313131314, ""delta_mean"": -0.7969565391540527, ""direction"": ""decrease"", ""score"": 0.0005031291282538212}]",37,climate_bio1,climate_feature,region_mean,0.5640870332717896,0.7821969696969697,0.9761912822723389,increase,0.7635738628380226
68,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 1.7174151238634885, ""p50"": 1.5643033981323242, ""p95"": 2.6895212173461913}}","[{""factor_id"": 40, ""factor_label"": ""climate_bio15"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.5601643919944763, ""freq"": 0.4622899570144588, ""delta_mean"": -0.6231746077537537, ""direction"": ""decrease"", ""score"": 0.288087362630985}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.5601643919944763, ""freq"": 0.25166080500195387, ""delta_mean"": -0.91949462890625, ""direction"": ""decrease"", ""score"": 0.23140075850551972}, {""factor_id"": 37, ""factor_label"": ""climate_bio1"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.5601643919944763, ""freq"": 0.10629152012504885, ""delta_mean"": 0.9718484282493591, ""direction"": ""increase"", ""score"": 0.10329924676976385}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.5601643919944763, ""freq"": 0.1047284095349746, ""delta_mean"": -0.7842212915420532, ""direction"": ""decrease"", ""score"": 0.08213024858666286}, {""factor_id"": 39, ""factor_label"": ""climate_bio12"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.5601643919944763, ""freq"": 0.03087143415396639, ""delta_mean"": -0.8005232214927673, ""direction"": ""decrease"", ""score"": 0.02471329992103502}]",40,climate_bio15,climate_feature,region_mean,-0.5601643919944763,0.4622899570144588,-0.6231746077537537,decrease,0.288087362630985
69,OC_0-5cm_1km_mean,"{""OC_0-5cm_1km_mean"": {""mean"": 1.3609036251611462, ""p50"": 1.3181568384170532, ""p95"": 1.6262010335922241}}","[{""factor_id"": 40, ""factor_label"": ""climate_bio15"", ""factor_kind"": ""climate_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.655061662197113, ""freq"": 0.6805997273966379, ""delta_mean"": -0.5919106602668762, ""direction"": ""decrease"", ""score"": 0.4028542340207999}, {""factor_id"": 34, ""factor_label"": ""covgtiff_wet_g_0_5cm_1km_mean"", ""factor_kind"": ""gtiff_covariate"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.655061662197113, ""freq"": 0.1485688323489323, ""delta_mean"": -0.8255753517150879, ""direction"": ""decrease"", ""score"": 0.12265476602036972}, {""factor_id"": 23, ""factor_label"": ""red_green_ratio"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.655061662197113, ""freq"": 0.14311676510676966, ""delta_mean"": -0.7499315738677979, ""direction"": ""decrease"", ""score"": 0.1073277809033877}, {""factor_id"": 19, ""factor_label"": ""ndre"", ""factor_kind"": ""aux_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.655061662197113, ""freq"": 0.027260336210813266, ""delta_mean"": -0.7973991632461548, ""direction"": ""decrease"", ""score"": 0.02173736928431135}, {""factor_id"": 44, ""factor_label"": ""terrain_slope"", ""factor_kind"": ""terrain_feature"", ""baseline_type"": ""region_mean"", ""baseline_value"": -0.655061662197113, ""freq"": 0.00045433893684688776, ""delta_mean"": -1.0730947256088257, ""direction"": ""decrease"", ""score"": 0.0004875487167691166}]",40,climate_bio15,climate_feature,region_mean,-0.655061662197113,0.6805997273966379,-0.5919106602668762,decrease,0.4028542340207999
